"y"	"x.1"	"x.2"
"1"	0.919841794900033	0.922002264996991	0.0197055688128373
"2"	0.676849769219288	0.153322456171736	-0.320691157458641
"3"	0.789190735695383	0.39262046571821	0.493079054580393
"4"	0.97424250331568	0.940030471188948	1.13944079288606
"5"	0.737739815765756	0.335314652882516	0.665383384065888
"6"	0.709265015115601	0.371834455057979	-0.666005313339573
"7"	0.704972676383278	0.467267095344141	-0.43033099429313
"8"	0.835860150560005	0.916274709627032	-0.615532497936985
"9"	0.857314315850466	0.818938900716603	0.0114347973657818
"10"	0.862004486885219	0.103421642445028	1.89551580766551
"11"	0.49443003809352	0.0407129342202097	-0.761310762129894
"12"	0.8259207533153	0.883969660382718	-0.256031781342337
"13"	0.428118258062739	0.823365080403164	-2.67950587058347
"14"	0.79542403787791	0.12791959499009	0.95216902877629
"15"	0.851701846799045	0.526179793290794	-0.326082267075689
"16"	0.786373587345971	0.776627407642081	-0.803948006399343
"17"	0.558494604485954	0.174749091500416	-0.649372400758277
"18"	0.870344818580543	0.383343811379746	0.41928301597665
"19"	0.931757904594444	0.755552914226428	0.797664846113815
"20"	0.197030922880273	0.086009519174695	-2.95586267972961
"21"	0.996401998985716	0.979671272914857	1.35889298058265
"22"	0.91892317947969	0.698382144328207	0.416461404641045
"23"	0.862067228687222	0.435719409026206	0.540663776028876
"24"	0.923177583605705	0.562734992709011	1.33649876199496
"25"	0.61037327672857	0.581360663054511	-1.54444423774211
"26"	0.380392507979535	0.14208839321509	-1.23525635451606
"27"	0.378653265619537	0.247939963126555	-1.89503142530463
"28"	0.740429467003373	0.585552419535816	-0.501614734615261
"29"	0.436870926346188	0.367555916542187	-1.67624499349725
"30"	0.877737311043869	0.157311603194103	0.534031894855129
"31"	0.880127741825408	0.805192535975948	0.464740750491142
"32"	0.830080881997374	0.42843039217405	0.225476202241362
"33"	0.914033474829416	0.606354505289346	-0.469978641449697
"34"	0.982298060465058	0.783545367885381	1.78761237063108
"35"	0.401077853627607	0.0565882369410247	-1.16431221712383
"36"	0.853259176577145	0.828286984469742	-0.595363108450014
"37"	0.711307135226868	0.677505052881315	-0.483767786689823
"38"	0.714229249835218	0.111337089445442	-0.484445718393273
"39"	0.545845680879954	0.57792556937784	-2.2464967355848
"40"	0.532951190646084	0.368515868205577	-1.25482448100619
"41"	0.573496173357061	0.193187277764082	-0.571309383674109
"42"	0.650146872642986	0.345565229188651	-0.650099449327342
"43"	0.945946678015023	0.665122519945726	-0.136513274682629
"44"	0.614307613623001	0.00109918951056898	-0.438836662015027
"45"	0.851152518564182	0.143971535610035	0.64480226369567
"46"	0.728365521198219	0.42027010768652	-1.01151076578533
"47"	0.903758515904582	0.619117667665705	-0.0845063923480044
"48"	0.905696726564161	0.364115067990497	0.602960847702269
"49"	0.741640496781611	0.744967855280265	-0.931588502758963
"50"	0.973391715425299	0.691965500125661	0.320127057433138
"51"	0.906170772378883	0.657686801394448	-0.0534667045665425
"52"	0.815362556070055	0.53926526196301	-0.487202629136809
